1.1.1.1.2	Mustela_putorius_furo_JunB	ENSMPUG00000018708	NA
1.1.1.1.2	Felis_catus_JunB	ENSFCAG00000022803	NA
1.1.1.1.2	Tursiops_truncatus_JunB	ENSTTRG00000003590	NA
1.1.1.1.2	Loxodonta_africana_JunB	ENSLAFG00000008530	NA
1.1.1.1.2	Equus_caballus_JunB	ENSECAG00000003816	NA
1.1.1.1.2	Procavia_capensis_JunB	ENSPCAG00000015270	NA
1.1.1.1.2	Sus_scrofa_JunB	ENSSSCG00000013735	NA
1.1.1.1.2	Bos_taurus_JunB	ENSBTAG00000012046	Q0VBZ5
1.1.1.1.2	Ovis_aries_JunB	ENSOARG00000010854	NA
1.1.1.1.2	Mus_musculus_JunB	ENSMUSG00000052837	P09450
1.1.1.1.2	Rattus_norvegicus_JunB	ENSRNOG00000042838	A0A0G2JSY8
1.1.1.1.2	Cavia_porcellus_JunB	ENSCPOG00000020703	NA
1.1.1.1.2	Otolemur_garnettii_JunB	ENSOGAG00000025664	NA
1.1.1.1.2	Myotis_lucifugus_JunB	ENSMLUG00000012714	NA
1.1.1.1.3	Ornithorhynchus_anatinus_JunD	ENSOANG00000011383	NA
1.1.1.1.3	Gorilla_gorilla_gorilla_JunD	ENSGGOG00000028553	NA
1.1.1.1.3	Homo_sapiens_JunD	ENSG00000130522	P17535
1.1.1.1.3	Canis_lupus_familiaris_JunD	ENSCAFG00000023338	NA
1.1.1.1.3	Ailuropoda_melanoleuca_JunD	ENSAMEG00000011160	NA
1.1.1.1.3	Mustela_putorius_furo_JunD	ENSMPUG00000019664	NA
1.1.1.1.3	Tursiops_truncatus_JunD	ENSTTRG00000006503	NA
1.1.1.1.3	Mus_musculus_JunD	ENSMUSG00000071076	P15066
1.1.1.1.3	Rattus_norvegicus_JunD	ENSRNOG00000019568	P52909
1.1.1.1.3	Cavia_porcellus_JunD	ENSCPOG00000025912	NA
1.1.1.1.3	Monodelphis_domestica_JunD	ENSMODG00000003442	NA
1.1.1.1.3	Otolemur_garnettii_JunD	ENSOGAG00000025346	NA
1.1.1.2.1	Sarcophilus_harrisii_NFE2	ENSSHAG00000010023	NA
1.1.1.2.1	Dasypus_novemcinctus_NFE2	ENSDNOG00000012506	NA
1.1.1.2.1	Echinops_telfairi_NFE2	ENSETEG00000013497	NA
1.1.1.2.1	Tarsius_syrichta_NFE2	ENSTSYG00000011307	NA
1.1.1.2.1	Callithrix_jacchus_NFE2	ENSCJAG00000018880	NA
1.1.1.2.1	Macaca_mulatta_NFE2	ENSMMUG00000012992	F7H4R2
1.1.1.2.1	Gorilla_gorilla_gorilla_NFE2	ENSGGOG00000003043	NA
1.1.1.2.1	Pan_troglodytes_NFE2	ENSPTRG00000005036	NA
1.1.1.2.1	Pongo_abelii_NFE2	ENSPPYG00000004600	NA
1.1.1.2.1	Homo_sapiens_NFE2	ENSG00000123405	Q16621
1.1.1.2.1	Canis_lupus_familiaris_NFE2	ENSCAFG00000030927	NA
1.1.1.2.1	Ailuropoda_melanoleuca_NFE2	ENSAMEG00000000747	NA
1.1.1.2.1	Mustela_putorius_furo_NFE2	ENSMPUG00000005728	NA
1.1.1.2.1	Felis_catus_NFE2	ENSFCAG00000025666	NA
1.1.1.2.1	Loxodonta_africana_NFE2	ENSLAFG00000001581	NA
1.1.1.2.1	Equus_caballus_NFE2	ENSECAG00000024536	NA
1.1.1.2.1	Procavia_capensis_NFE2	ENSPCAG00000001854	NA
1.1.1.2.1	Sus_scrofa_NFE2	ENSSSCG00000000289	NA
1.1.1.2.1	Bos_taurus_NFE2	ENSBTAG00000001562	Q5EAD3
1.1.1.2.1	Ovis_aries_NFE2	ENSOARG00000016228	NA
1.1.1.2.1	Ochotona_princeps_NFE2	ENSOPRG00000006111	NA
1.1.1.2.1	Oryctolagus_cuniculus_NFE2	ENSOCUG00000022954	NA
1.1.1.2.1	Dipodomys_ordii_NFE2	ENSDORG00000010629	NA
1.1.1.2.1	Mus_musculus_NFE2	ENSMUSG00000058794	A0A0R4J0Y5
1.1.1.2.1	Rattus_norvegicus_NFE2	ENSRNOG00000036837	Q6AYT2
1.1.1.2.1	Cavia_porcellus_NFE2	ENSCPOG00000013501	NA
1.1.1.2.1	Microcebus_murinus_NFE2	ENSMICG00000005438	NA
1.1.1.2.1	Otolemur_garnettii_NFE2	ENSOGAG00000006523	NA
1.1.1.2.1	Tupaia_belangeri_NFE2	ENSTBEG00000008704	NA
1.1.1.2.1	Sorex_araneus_NFE2	ENSSARG00000008960	NA
1.1.1.2.1	Ictidomys_tridecemlineatus_NFE2	ENSSTOG00000012435	NA
1.1.1.2.1	Myotis_lucifugus_NFE2	ENSMLUG00000011437	NA
1.1.1.2.1	Nomascus_leucogenys_NFE2	ENSNLEG00000017657	NA
1.1.1.2.1	Pteropus_vampyrus_NFE2	ENSPVAG00000000323	NA
1.1.1.2.2	Ornithorhynchus_anatinus_NFE2L1-1	ENSOANG00000000315	NA
1.1.1.2.2	Ornithorhynchus_anatinus_NFE2L1-2	ENSOANG00000014563	NA
1.1.1.2.2	Ornithorhynchus_anatinus_NFE2L1-3	ENSOANG00000030786	NA
1.1.1.2.2	Sarcophilus_harrisii_NFE2L1	ENSSHAG00000008063	NA
1.1.1.2.2	Dasypus_novemcinctus_NFE2L1	ENSDNOG00000047006	NA
1.1.1.2.2	Echinops_telfairi_NFE2L1	ENSETEG00000014473	NA
1.1.1.2.2	Callithrix_jacchus_NFE2L1	ENSCJAG00000007542	NA
1.1.1.2.2	Macaca_mulatta_NFE2L1	ENSMMUG00000021935	F6T3Z4
1.1.1.2.2	Gorilla_gorilla_gorilla_NFE2L1	ENSGGOG00000002268	NA
1.1.1.2.2	Pan_troglodytes_NFE2L1	ENSPTRG00000022631	NA
1.1.1.2.2	Pongo_abelii_NFE2L1	ENSPPYG00000008890	NA
1.1.1.2.2	Homo_sapiens_NFE2L1	ENSG00000082641	Q14494
1.1.1.2.2	Canis_lupus_familiaris_NFE2L1	ENSCAFG00000023139	NA
1.1.1.2.2	Ailuropoda_melanoleuca_NFE2L1	ENSAMEG00000004881	NA
1.1.1.2.2	Mustela_putorius_furo_NFE2L1	ENSMPUG00000015301	NA
1.1.1.2.2	Felis_catus_NFE2L1	ENSFCAG00000009369	NA
1.1.1.2.2	Loxodonta_africana_NFE2L1	ENSLAFG00000018523	NA
1.1.1.2.2	Equus_caballus_NFE2L1	ENSECAG00000007777	NA
1.1.1.2.2	Sus_scrofa_NFE2L1-1	ENSSSCG00000017525	NA
1.1.1.2.2	Sus_scrofa_NFE2L1-2	ENSSSCG00000023963	NA
1.1.1.2.2	Bos_taurus_NFE2L1	ENSBTAG00000013653	A5D7E9
1.1.1.2.2	Ovis_aries_NFE2L1	ENSOARG00000007343	NA
1.1.1.2.2	Oryctolagus_cuniculus_NFE2L1	ENSOCUG00000022298	NA
1.1.1.2.2	Dipodomys_ordii_NFE2L1	ENSDORG00000000715	NA
1.1.1.2.2	Mus_musculus_NFE2L1	ENSMUSG00000038615	Q61985
1.1.1.2.2	Rattus_norvegicus_NFE2L1	ENSRNOG00000008830	NA
1.1.1.2.2	Cavia_porcellus_NFE2L1	ENSCPOG00000021825	NA
1.1.1.2.2	Monodelphis_domestica_NFE2L1	ENSMODG00000012375	NA
1.1.1.2.2	Vicugna_pacos_NFE2L1	ENSVPAG00000010116	NA
1.1.1.2.2	Otolemur_garnettii_NFE2L1	ENSOGAG00000025191	NA
1.1.1.2.2	Sorex_araneus_NFE2L1	ENSSARG00000002776	NA
1.1.1.2.2	Ictidomys_tridecemlineatus_NFE2L1	ENSSTOG00000013664	NA
1.1.1.2.2	Myotis_lucifugus_NFE2L1	ENSMLUG00000005024	NA
1.1.1.2.2	Pteropus_vampyrus_NFE2L1	ENSPVAG00000002566	NA
1.1.1.2.3	Ornithorhynchus_anatinus_NFE2L2	ENSOANG00000008623	NA
1.1.1.2.3	Sarcophilus_harrisii_NFE2L2	ENSSHAG00000018277	NA
1.1.1.2.3	Macropus_eugenii_NFE2L2	ENSMEUG00000009798	NA
1.1.1.2.3	Dasypus_novemcinctus_NFE2L2	ENSDNOG00000019020	NA
1.1.1.2.3	Echinops_telfairi_NFE2L2	ENSETEG00000001387	NA
1.1.1.2.3	Callithrix_jacchus_NFE2L2	ENSCJAG00000008340	F7CLI8
1.1.1.2.3	Macaca_mulatta_NFE2L2	ENSMMUG00000001861	F7GPD8
1.1.1.2.3	Gorilla_gorilla_gorilla_NFE2L2	ENSGGOG00000001231	NA
1.1.1.2.3	Pan_troglodytes_NFE2L2	ENSPTRG00000012677	H2RAX5
1.1.1.2.3	Pongo_abelii_NFE2L2	ENSPPYG00000012968	NA
1.1.1.2.3	Homo_sapiens_NFE2L2	ENSG00000116044	Q16236
1.1.1.2.3	Canis_lupus_familiaris_NFE2L2	ENSCAFG00000013506	NA
1.1.1.2.3	Ailuropoda_melanoleuca_NFE2L2	ENSAMEG00000011937	NA
1.1.1.2.3	Mustela_putorius_furo_NFE2L2	ENSMPUG00000014168	NA
1.1.1.2.3	Felis_catus_NFE2L2	ENSFCAG00000012147	NA
1.1.1.2.3	Tursiops_truncatus_NFE2L2	ENSTTRG00000014247	NA
1.1.1.2.3	Loxodonta_africana_NFE2L2	ENSLAFG00000016263	NA
1.1.1.2.3	Equus_caballus_NFE2L2	ENSECAG00000005675	NA
1.1.1.2.3	Sus_scrofa_NFE2L2	ENSSSCG00000015987	NA
1.1.1.2.3	Bos_taurus_NFE2L2	ENSBTAG00000019255	NA
1.1.1.2.3	Ovis_aries_NFE2L2	ENSOARG00000017431	NA
1.1.1.2.3	Oryctolagus_cuniculus_NFE2L2	ENSOCUG00000001009	NA
1.1.1.2.3	Mus_musculus_NFE2L2	ENSMUSG00000015839	Q60795
1.1.1.2.3	Rattus_norvegicus_NFE2L2	ENSRNOG00000001548	NA
1.1.1.2.3	Cavia_porcellus_NFE2L2	ENSCPOG00000004256	NA
1.1.1.2.3	Monodelphis_domestica_NFE2L2	ENSMODG00000009624	NA
1.1.1.2.3	Vicugna_pacos_NFE2L2	ENSVPAG00000005117	NA
1.1.1.2.3	Otolemur_garnettii_NFE2L2	ENSOGAG00000034393	NA
1.1.1.2.3	Sorex_araneus_NFE2L2	ENSSARG00000010915	NA
1.1.1.2.3	Ictidomys_tridecemlineatus_NFE2L2	ENSSTOG00000000313	NA
1.1.1.2.3	Myotis_lucifugus_NFE2L2	ENSMLUG00000003909	NA
1.1.1.2.3	Nomascus_leucogenys_NFE2L2	ENSNLEG00000006029	NA
1.1.1.2.3	Pteropus_vampyrus_NFE2L2	ENSPVAG00000010382	NA
1.1.1.2.4	Ornithorhynchus_anatinus_NFE2L3	ENSOANG00000009158	NA
1.1.1.2.4	Sarcophilus_harrisii_NFE2L3	ENSSHAG00000017945	NA
1.1.1.2.4	Dasypus_novemcinctus_NFE2L3	ENSDNOG00000012919	NA
1.1.1.2.4	Echinops_telfairi_NFE2L3	ENSETEG00000018575	NA
1.1.1.2.4	Tarsius_syrichta_NFE2L3	ENSTSYG00000007954	NA
1.1.1.2.4	Callithrix_jacchus_NFE2L3	ENSCJAG00000007897	NA
1.1.1.2.4	Macaca_mulatta_NFE2L3	ENSMMUG00000003615	NA
1.1.1.2.4	Gorilla_gorilla_gorilla_NFE2L3-1	ENSGGOG00000007170	NA
1.1.1.2.4	Gorilla_gorilla_gorilla_NFE2L3-2	ENSGGOG00000025881	NA
1.1.1.2.4	Pan_troglodytes_NFE2L3	ENSPTRG00000019000	H2QUA7
1.1.1.2.4	Pongo_abelii_NFE2L3-1	ENSPPYG00000017716	NA
1.1.1.2.4	Pongo_abelii_NFE2L3-2	ENSPPYG00000008950	NA
1.1.1.2.4	Homo_sapiens_NFE2L3	ENSG00000050344	Q9Y4A8
1.1.1.2.4	Canis_lupus_familiaris_NFE2L3	ENSCAFG00000002865	NA
1.1.1.2.4	Ailuropoda_melanoleuca_NFE2L3	ENSAMEG00000006017	NA
1.1.1.2.4	Mustela_putorius_furo_NFE2L3	ENSMPUG00000004526	NA
1.1.1.2.4	Felis_catus_NFE2L3	ENSFCAG00000031293	NA
1.1.1.2.4	Loxodonta_africana_NFE2L3	ENSLAFG00000006898	NA
1.1.1.2.4	Equus_caballus_NFE2L3	ENSECAG00000021973	NA
1.1.1.2.4	Sus_scrofa_NFE2L3	ENSSSCG00000026894	NA
1.1.1.2.4	Bos_taurus_NFE2L3	ENSBTAG00000004136	A4IFL8
1.1.1.2.4	Ovis_aries_NFE2L3	ENSOARG00000010223	NA
1.1.1.2.4	Ochotona_princeps_NFE2L3	ENSOPRG00000011680	NA
1.1.1.2.4	Oryctolagus_cuniculus_NFE2L3	ENSOCUG00000003140	NA
1.1.1.2.4	Mus_musculus_NFE2L3	ENSMUSG00000029832	Q9WTM4
1.1.1.2.4	Rattus_norvegicus_NFE2L3	ENSRNOG00000010886	NA
1.1.1.2.4	Cavia_porcellus_NFE2L3-1	ENSCPOG00000002123	NA
1.1.1.2.4	Cavia_porcellus_NFE2L3-2	ENSCPOG00000023023	NA
1.1.1.2.4	Vicugna_pacos_NFE2L3	ENSVPAG00000010416	NA
1.1.1.2.4	Otolemur_garnettii_NFE2L3	ENSOGAG00000015349	NA
1.1.1.2.4	Tupaia_belangeri_NFE2L3	ENSTBEG00000006269	NA
1.1.1.2.4	Ictidomys_tridecemlineatus_NFE2L3	ENSSTOG00000014758	NA
1.1.1.2.4	Myotis_lucifugus_NFE2L3	ENSMLUG00000007549	NA
1.1.1.2.4	Nomascus_leucogenys_NFE2L3	ENSNLEG00000014911	NA
1.1.1.2.5	Ornithorhynchus_anatinus_BACH1	ENSOANG00000005242	NA
1.1.1.2.5	Sarcophilus_harrisii_BACH1	ENSSHAG00000006419	NA
1.1.1.2.5	Macropus_eugenii_BACH1	ENSMEUG00000000125	NA
1.1.1.2.5	Dasypus_novemcinctus_BACH1	ENSDNOG00000034053	NA
1.1.1.2.5	Erinaceus_europaeus_BACH1	ENSEEUG00000011474	NA
1.1.1.2.5	Callithrix_jacchus_BACH1	ENSCJAG00000008651	F6X937
1.1.1.2.5	Macaca_mulatta_BACH1	ENSMMUG00000011095	F7FWT6
1.1.1.2.5	Gorilla_gorilla_gorilla_BACH1	ENSGGOG00000006094	NA
1.1.1.2.5	Pan_troglodytes_BACH1	ENSPTRG00000013824	H2QKW7
1.1.1.2.5	Pongo_abelii_BACH1	ENSPPYG00000011322	NA
1.1.1.2.5	Homo_sapiens_BACH1	ENSG00000156273	O14867
1.1.1.2.5	Canis_lupus_familiaris_BACH1	ENSCAFG00000008729	NA
1.1.1.2.5	Ailuropoda_melanoleuca_BACH1	ENSAMEG00000008438	NA
1.1.1.2.5	Mustela_putorius_furo_BACH1	ENSMPUG00000001053	NA
1.1.1.2.5	Felis_catus_BACH1	ENSFCAG00000010547	NA
1.1.1.2.5	Loxodonta_africana_BACH1	ENSLAFG00000029492	NA
1.1.1.2.5	Equus_caballus_BACH1	ENSECAG00000000307	NA
1.1.1.2.5	Procavia_capensis_BACH1	ENSPCAG00000009199	NA
1.1.1.2.5	Sus_scrofa_BACH1	ENSSSCG00000012029	NA
1.1.1.2.5	Bos_taurus_BACH1	ENSBTAG00000004139	NA
1.1.1.2.5	Ovis_aries_BACH1	ENSOARG00000014393	NA
1.1.1.2.5	Oryctolagus_cuniculus_BACH1	ENSOCUG00000016716	NA
1.1.1.2.5	Mus_musculus_BACH1	ENSMUSG00000025612	P97302
1.1.1.2.5	Rattus_norvegicus_BACH1	ENSRNOG00000001582	D4ACD2
1.1.1.2.5	Cavia_porcellus_BACH1	ENSCPOG00000008737	NA
1.1.1.2.5	Monodelphis_domestica_BACH1	ENSMODG00000020976	NA
1.1.1.2.5	Otolemur_garnettii_BACH1	ENSOGAG00000012819	NA
1.1.1.2.5	Tupaia_belangeri_BACH1	ENSTBEG00000010199	NA
1.1.1.2.5	Ictidomys_tridecemlineatus_BACH1	ENSSTOG00000003942	NA
1.1.1.2.5	Myotis_lucifugus_BACH1	ENSMLUG00000010419	NA
1.1.1.2.5	Nomascus_leucogenys_BACH1	ENSNLEG00000003356	NA
1.1.1.2.5	Pteropus_vampyrus_BACH1	ENSPVAG00000003585	NA
1.1.1.2.6	Ornithorhynchus_anatinus_BACH2	ENSOANG00000008927	NA
1.1.1.2.6	Sarcophilus_harrisii_BACH2	ENSSHAG00000016295	NA
1.1.1.2.6	Dasypus_novemcinctus_BACH2	ENSDNOG00000042939	NA
1.1.1.2.6	Erinaceus_europaeus_BACH2	ENSEEUG00000001063	NA
1.1.1.2.6	Callithrix_jacchus_BACH2	ENSCJAG00000001013	NA
1.1.1.2.6	Macaca_mulatta_BACH2	ENSMMUG00000009736	F6ZW90
1.1.1.2.6	Gorilla_gorilla_gorilla_BACH2	ENSGGOG00000012497	NA
1.1.1.2.6	Pan_troglodytes_BACH2	ENSPTRG00000018426	NA
1.1.1.2.6	Pongo_abelii_BACH2	ENSPPYG00000016849	NA
1.1.1.2.6	Homo_sapiens_BACH2	ENSG00000112182	Q9BYV9
1.1.1.2.6	Canis_lupus_familiaris_BACH2	ENSCAFG00000003116	NA
1.1.1.2.6	Ailuropoda_melanoleuca_BACH2	ENSAMEG00000003595	D2HRF7
1.1.1.2.6	Mustela_putorius_furo_BACH2	ENSMPUG00000009102	NA
1.1.1.2.6	Felis_catus_BACH2	ENSFCAG00000008901	NA
1.1.1.2.6	Tursiops_truncatus_BACH2	ENSTTRG00000003941	NA
1.1.1.2.6	Loxodonta_africana_BACH2	ENSLAFG00000013766	NA
1.1.1.2.6	Equus_caballus_BACH2	ENSECAG00000010522	NA
1.1.1.2.6	Sus_scrofa_BACH2	ENSSSCG00000004332	NA
1.1.1.2.6	Bos_taurus_BACH2	ENSBTAG00000020713	NA
1.1.1.2.6	Ovis_aries_BACH2	ENSOARG00000012361	NA
1.1.1.2.6	Oryctolagus_cuniculus_BACH2	ENSOCUG00000004231	NA
1.1.1.2.6	Mus_musculus_BACH2	ENSMUSG00000040270	P97303
1.1.1.2.6	Rattus_norvegicus_BACH2	ENSRNOG00000006170	NA
1.1.1.2.6	Cavia_porcellus_BACH2	ENSCPOG00000009261	NA
1.1.1.2.6	Monodelphis_domestica_BACH2	ENSMODG00000018176	NA
1.1.1.2.6	Otolemur_garnettii_BACH2	ENSOGAG00000024390	NA
1.1.1.2.6	Tupaia_belangeri_BACH2	ENSTBEG00000008433	NA
1.1.1.2.6	Ictidomys_tridecemlineatus_BACH2	ENSSTOG00000005129	NA
1.1.1.2.6	Myotis_lucifugus_BACH2	ENSMLUG00000001651	NA
1.1.1.2.6	Nomascus_leucogenys_BACH2	ENSNLEG00000013316	NA
1.1.1.3.1	Ornithorhynchus_anatinus_ATF2	ENSOANG00000008612	NA
1.1.1.3.1	Sarcophilus_harrisii_ATF2	ENSSHAG00000010941	NA
1.1.1.3.1	Dasypus_novemcinctus_ATF2	ENSDNOG00000015229	NA
1.1.1.3.1	Callithrix_jacchus_ATF2	ENSCJAG00000008085	F7FUH5
1.1.1.3.1	Macaca_mulatta_ATF2	ENSMMUG00000003947	NA
1.1.1.3.1	Gorilla_gorilla_gorilla_ATF2	ENSGGOG00000027461	NA
1.1.1.3.1	Pan_troglodytes_ATF2	ENSPTRG00000012660	H2QJ07
1.1.1.3.1	Pongo_abelii_ATF2	ENSPPYG00000012951	NA
1.1.1.3.1	Homo_sapiens_ATF2	ENSG00000115966	P15336
1.1.1.3.1	Canis_lupus_familiaris_ATF2	ENSCAFG00000013332	NA
1.1.1.3.1	Ailuropoda_melanoleuca_ATF2	ENSAMEG00000012333	NA
1.1.1.3.1	Mustela_putorius_furo_ATF2	ENSMPUG00000013983	NA
1.1.1.3.1	Felis_catus_ATF2	ENSFCAG00000027595	NA
1.1.1.3.1	Loxodonta_africana_ATF2	ENSLAFG00000006463	NA
1.1.1.3.1	Equus_caballus_ATF2	ENSECAG00000018723	NA
1.1.1.3.1	Sus_scrofa_ATF2	ENSSSCG00000015972	NA
1.1.1.3.1	Bos_taurus_ATF2	ENSBTAG00000002295	NA
1.1.1.3.1	Ovis_aries_ATF2	ENSOARG00000000194	NA
1.1.1.3.1	Oryctolagus_cuniculus_ATF2	ENSOCUG00000012156	NA
1.1.1.3.1	Mus_musculus_ATF2	ENSMUSG00000027104	P16951
1.1.1.3.1	Rattus_norvegicus_ATF2	ENSRNOG00000001597	Q00969
1.1.1.3.1	Cavia_porcellus_ATF2	ENSCPOG00000004637	NA
1.1.1.3.1	Monodelphis_domestica_ATF2	ENSMODG00000009514	NA
1.1.1.3.1	Vicugna_pacos_ATF2	ENSVPAG00000002676	NA
1.1.1.3.1	Microcebus_murinus_ATF2	ENSMICG00000006417	NA
1.1.1.3.1	Otolemur_garnettii_ATF2	ENSOGAG00000011373	NA
1.1.1.3.1	Sorex_araneus_ATF2	ENSSARG00000010072	NA
1.1.1.3.1	Ictidomys_tridecemlineatus_ATF2	ENSSTOG00000014079	NA
1.1.1.3.1	Myotis_lucifugus_ATF2	ENSMLUG00000015718	NA
1.1.1.3.1	Nomascus_leucogenys_ATF2	ENSNLEG00000005938	NA
1.1.1.3.1	Pteropus_vampyrus_ATF2	ENSPVAG00000008353	NA
1.1.1.3.2	Sarcophilus_harrisii_ATF7	ENSSHAG00000006701	NA
1.1.1.3.2	Macropus_eugenii_ATF7	ENSMEUG00000001927	NA
1.1.1.3.2	Dasypus_novemcinctus_ATF7	ENSDNOG00000008735	NA
1.1.1.3.2	Callithrix_jacchus_ATF7	ENSCJAG00000018699	F7I3M2
1.1.1.3.2	Macaca_mulatta_ATF7	ENSMMUG00000022313	NA
1.1.1.3.2	Gorilla_gorilla_gorilla_ATF7	ENSGGOG00000015195	NA
1.1.1.3.2	Pan_troglodytes_ATF7	ENSPTRG00000005022	H2Q627
1.1.1.3.2	Pongo_abelii_ATF7	ENSPPYG00000004585	NA
1.1.1.3.2	Homo_sapiens_ATF7	ENSG00000170653	P17544
1.1.1.3.2	Homo_sapiens_ATF7	ENSG00000267281	P17544
1.1.1.3.2	Homo_sapiens_ATF7	ENSG00000170653	P17544
1.1.1.3.2	Homo_sapiens_ATF7	ENSG00000267281	P17544
1.1.1.3.2	Canis_lupus_familiaris_ATF7	ENSCAFG00000006726	NA
1.1.1.3.2	Ailuropoda_melanoleuca_ATF7	ENSAMEG00000012625	NA
1.1.1.3.2	Mustela_putorius_furo_ATF7	ENSMPUG00000005932	NA
1.1.1.3.2	Felis_catus_ATF7	ENSFCAG00000012783	NA
1.1.1.3.2	Tursiops_truncatus_ATF7	ENSTTRG00000017181	NA
1.1.1.3.2	Loxodonta_africana_ATF7	ENSLAFG00000002626	NA
1.1.1.3.2	Equus_caballus_ATF7	ENSECAG00000021521	NA
1.1.1.3.2	Sus_scrofa_ATF7	ENSSSCG00000000278	NA
1.1.1.3.2	Bos_taurus_ATF7	ENSBTAG00000005863	NA
1.1.1.3.2	Ovis_aries_ATF7	ENSOARG00000016413	NA
1.1.1.3.2	Ochotona_princeps_ATF7	ENSOPRG00000011431	NA
1.1.1.3.2	Oryctolagus_cuniculus_ATF7	ENSOCUG00000005707	NA
1.1.1.3.2	Mus_musculus_ATF7	ENSMUSG00000099083	Q8R0S1
1.1.1.3.2	Rattus_norvegicus_ATF7	ENSRNOG00000015269	G3V7X9
1.1.1.3.2	Cavia_porcellus_ATF7	ENSCPOG00000000973	NA
1.1.1.3.2	Otolemur_garnettii_ATF7	ENSOGAG00000001748	NA
1.1.1.3.2	Sorex_araneus_ATF7	ENSSARG00000001019	NA
1.1.1.3.2	Ictidomys_tridecemlineatus_ATF7	ENSSTOG00000006788	NA
1.1.1.3.2	Myotis_lucifugus_ATF7	ENSMLUG00000007697	NA
1.1.1.3.2	Nomascus_leucogenys_ATF7	ENSNLEG00000017688	NA
1.1.1.3.3	Ornithorhynchus_anatinus_CREB5	ENSOANG00000009178	NA
1.1.1.3.3	Sarcophilus_harrisii_CREB5	ENSSHAG00000011645	NA
1.1.1.3.3	Macropus_eugenii_CREB5	ENSMEUG00000005097	NA
1.1.1.3.3	Dasypus_novemcinctus_CREB5	ENSDNOG00000033714	NA
1.1.1.3.3	Callithrix_jacchus_CREB5	ENSCJAG00000008344	NA
1.1.1.3.3	Pan_troglodytes_CREB5	ENSPTRG00000019028	NA
1.1.1.3.3	Pongo_abelii_CREB5	ENSPPYG00000017688	NA
1.1.1.3.3	Homo_sapiens_CREB5	ENSG00000146592	NA
1.1.1.3.3	Canis_lupus_familiaris_CREB5	ENSCAFG00000003005	NA
1.1.1.3.3	Ailuropoda_melanoleuca_CREB5	ENSAMEG00000005779	NA
1.1.1.3.3	Felis_catus_CREB5	ENSFCAG00000015784	NA
1.1.1.3.3	Tursiops_truncatus_CREB5	ENSTTRG00000015299	NA
1.1.1.3.3	Loxodonta_africana_CREB5	ENSLAFG00000029453	NA
1.1.1.3.3	Equus_caballus_CREB5	ENSECAG00000020180	NA
